supplier,supplier_country,supplier_type,customer,customer_country,customer_type,product_service,category,criticality,share_pct,price_correlation_3m,is_sole_source,data_source
"Freescale Semiconductor, Inc.",US,chip_designer,Motorola Solutions,US,equipment_maker,SEC segment disclosure: FREESCALE SEMICONDUCTOR INC → MOTOROLA SOLUTIONS INC,other,,,,false,sec-edgar-rederived
Amdahl Corp.,US,other,Fujitsu,JP,other,SEC segment disclosure: AMDAHL CORP → FUJITSU LTD,other,,,,false,sec-edgar-rederived
CAVIUM INC,,other,Cisco,US,other,SEC segment disclosure: CAVIUM INC → CISCO SYSTEMS INC,other,,,,false,sec-edgar-rederived
TTM TECHNOLOGIES INC,,other,"Juniper Networks, Inc.",US,equipment_maker,SEC segment disclosure: TTM TECHNOLOGIES INC → JUNIPER NETWORKS INC,other,,,,false,sec_edgar
TTM TECHNOLOGIES INC,,other,Cisco,US,other,SEC segment disclosure: TTM TECHNOLOGIES INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar
Entegris,US,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: ENTEGRIS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
OFFICE PROPERTIES INCOME TR,,other,Alphabet,US,equipment_maker,SEC segment disclosure: OFFICE PROPERTIES INCOME TR → ALPHABET INC,other,,,,false,sec-edgar-rederived
Onto Innovation,US,equipment_maker,"TriQuint Semiconductor, Inc.",US,chip_designer,SEC segment disclosure: ONTO INNOVATION INC → TRIQUINT SEMICONDUCTOR INC,other,,,,false,sec_edgar
DIGITAL ISLAND INC,,other,Cisco,US,other,SEC segment disclosure: DIGITAL ISLAND INC → CISCO SYSTEMS INC,other,,,,false,sec-edgar-rederived
NETWORK-1 TECHNOLOGIES INC,,other,Cisco,US,other,SEC segment disclosure: NETWORK-1 TECHNOLOGIES INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
Sap,IN,colocation_provider,NOVARTIS AG,,other,Diversified Biopharmaceuticals,other,,,,false,company-disclosure-rederived
Teradyne,US,equipment_maker,SK Hynix,KR,fab_operator,SEC segment disclosure: TERADYNE INC → SK HYNIX INC,semiconductor_equipment,,,,false,sec_edgar
Teradyne,US,equipment_maker,Motorola Solutions,US,equipment_maker,SEC segment disclosure: TERADYNE INC → MOTOROLA SOLUTIONS INC,semiconductor_equipment,,,,false,sec-edgar-rederived; sec_edgar
TRIKON TECHNOLOGIES INC,,other,Tower Semiconductor,IL,chip_designer,SEC segment disclosure: TRIKON TECHNOLOGIES INC → TOWER SEMICONDUCTOR LTD,other,,,,false,sec-edgar-rederived
HENRY BROS ELECTRONICS INC,,other,"Equinix, Inc.",US,colocation_provider,SEC segment disclosure: HENRY BROS ELECTRONICS INC → EQUINIX INC,other,,,,false,sec-edgar-rederived
Penguin Solutions,US,other,Samsung,KR,equipment_maker,SEC segment disclosure: PENGUIN SOLUTIONS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Penguin Solutions,US,other,Cisco,US,other,SEC segment disclosure: PENGUIN SOLUTIONS INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
Tower Semiconductor,IL,chip_designer,SANDISK CORP -OLD,,other,SEC segment disclosure: TOWER SEMICONDUCTOR LTD → SANDISK CORP -OLD,other,,,,false,sec_edgar
Tower Semiconductor,IL,chip_designer,Panasonic,JP,equipment_maker,SEC segment disclosure: TOWER SEMICONDUCTOR LTD → PANASONIC HOLDINGS CORP,other,,,,false,sec_edgar
Intel,US,fab_operator,IBM,IT,other,SEC segment disclosure: INTEL CORP → INTL BUSINESS MACHINES CORP,gpu_accelerator,,,,false,sec-edgar-rederived
INTELLIPHARMACEUTICS INTL,,other,MALLINCKRODT PLC,,other,SEC segment disclosure: INTELLIPHARMACEUTICS INTL → MALLINCKRODT PLC,other,,,,false,sec-edgar-rederived
EUROSEAS LTD,,other,KLAVENESS COMBINATION CARRIE,,other,SEC segment disclosure: EUROSEAS LTD → KLAVENESS COMBINATION CARRIE,other,,,,false,sec_edgar
NASSDA CORP,,other,Micron,US,fab_operator,SEC segment disclosure: NASSDA CORP → MICRON TECHNOLOGY INC,other,,,,false,sec-edgar-rederived
AMIS HOLDINGS INC,,other,SCHNEIDER CORP  -CL A,,other,SEC segment disclosure: AMIS HOLDINGS INC → SCHNEIDER CORP  -CL A,other,,,,false,sec-edgar-rederived
GlobalFoundries,US,equipment_maker,Sony Semiconductor Manufacturing Corporation,,other,SEC >10% customer disclosure,foundry_services,,,,false,sec_edgar
DEFIANCE INC,,other,Eaton,IE,equipment_maker,SEC segment disclosure: DEFIANCE INC → EATON CORP PLC,other,,,,false,sec-edgar-rederived
EPIC DESIGN TECHNOLOGY INC,,other,AMD,US,chip_designer,SEC segment disclosure: EPIC DESIGN TECHNOLOGY INC → ADVANCED MICRO DEVICES,other,,,,false,sec-edgar-rederived
PLX TECHNOLOGY INC,,other,Cisco,US,other,SEC segment disclosure: PLX TECHNOLOGY INC → CISCO SYSTEMS INC,other,,,,false,sec-edgar-rederived
Digital Realty,US,colocation_provider,Centurylink,,colocation_provider,SEC >10% customer disclosure,other,,,,false,sec_edgar
Lam Research,US,equipment_maker,Kioxia,JP,equipment_maker,SEC >10% customer disclosure,semiconductor_equipment,,,,false,sec_edgar
American Assets Trust,US,colocation_provider,Cisco,US,other,SEC segment disclosure: AMERICAN ASSETS TRUST INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
ChipMOS Technologies,TW,chip_designer,Raydium Semiconductor,TW,chip_designer,SEC segment disclosure: CHIPMOS TECHNOLOGIES INC → RAYDIUM SEMICONDUCTOR CORP,other,,,,false,sec_edgar
Photronics,US,equipment_maker,"Freescale Semiconductor, Inc.",US,chip_designer,SEC segment disclosure: PHOTRONICS INC → FREESCALE SEMICONDUCTOR INC,other,,,,false,sec_edgar
Lam Research,US,equipment_maker,Toshiba Corp.,JP,other,SEC segment disclosure: LAM RESEARCH CORP → TOSHIBA CORP,semiconductor_equipment,,,,false,sec_edgar
ACM Research,US,equipment_maker,SK Hynix,KR,fab_operator,SEC segment disclosure: ACM RESEARCH INC → SK HYNIX INC,other,,,,false,sec_edgar
GLOBANT SA,,other,Alphabet,US,equipment_maker,SEC segment disclosure: GLOBANT SA → ALPHABET INC,other,,,,false,sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
SMARTDISK CORP,,other,Apple,US,other,SEC segment disclosure: SMARTDISK CORP → APPLE INC,other,,,,false,sec-edgar-rederived
MULTI-FINELINE ELECTRON INC,,other,Apple,US,other,SEC segment disclosure: MULTI-FINELINE ELECTRON INC → APPLE INC,other,,,,false,sec-edgar-rederived
CORE SCIENTIFIC INC,,other,CoreWeave,US,cloud_provider,SEC segment disclosure: CORE SCIENTIFIC INC → COREWEAVE INC,other,,,,false,sec-edgar-rederived
Photronics,US,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: PHOTRONICS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Micron,US,fab_operator,Kingston Technology Corporation,,other,SEC >10% customer disclosure,memory,,,,false,sec_edgar
Fabrinet,KY,other,Cisco,US,other,SEC segment disclosure: FABRINET → CISCO SYSTEMS INC,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,Panasonic,JP,equipment_maker,SEC segment disclosure: NXP SEMICONDUCTORS NV → PANASONIC HOLDINGS CORP,other,,,,false,sec_edgar; sec-edgar-rederived
MaxLinear,US,chip_designer,Cisco,US,other,SEC segment disclosure: MAXLINEAR INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
24/7 REAL MEDIA INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: 24/7 REAL MEDIA INC → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
Photronics,US,equipment_maker,United Microelectronics Corp.,TW,chip_designer,SEC segment disclosure: PHOTRONICS INC → UNITED MICROELECTRONICS CORP,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,FUTURE PLC,,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → FUTURE PLC,other,,,,false,sec_edgar
Kimco Realty,US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: KIMCO REALTY CORP → AMAZON.COM INC,other,,,,false,sec_edgar
FormFactor,US,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: FORMFACTOR INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
UNITED PARCEL SERVICE INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: UNITED PARCEL SERVICE INC → AMAZON.COM INC,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,"ARROW ELECTRONICS, INC.",US,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → ARROW ELECTRONICS INC,other,,,,false,sec_edgar
DHI GROUP INC,,other,Cisco,US,other,SEC segment disclosure: DHI GROUP INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
FormFactor,US,equipment_maker,POWERCHIP SEMICONDUCTOR MANU,,other,SEC segment disclosure: FORMFACTOR INC → POWERCHIP SEMICONDUCTOR MANU,other,,,,false,sec_edgar
Synaptics,US,other,Samsung,KR,equipment_maker,SEC segment disclosure: SYNAPTICS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,CHARTER COMMUNICATIONS INC,,other,SEC segment disclosure: DIGITAL REALTY TRUST INC → CHARTER COMMUNICATIONS INC,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,Sony Group,JP,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → SONY GROUP CORPORATION,other,,,,false,sec_edgar
GSI Technology,US,chip_designer,Cisco,US,other,SEC segment disclosure: GSI TECHNOLOGY INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec-edgar-rederived; sec_edgar
Axcelis Technologies,US,chip_designer,SEMICONDUCTOR MFG INTL CORP,,other,SEC segment disclosure: AXCELIS TECHNOLOGIES INC → SEMICONDUCTOR MFG INTL CORP,other,,,,false,sec_edgar
Digital Realty,US,colocation_provider,AT&T CORP,,other,SEC >10% customer disclosure,other,,,,false,sec_edgar
DHI GROUP INC,,other,Samsung C&T Corp.,KR,other,SEC segment disclosure: DHI GROUP INC → SAMSUNG C&T CORPORATION,other,,,,false,sec_edgar
ADEIA INC,,other,SK Hynix,KR,fab_operator,SEC segment disclosure: ADEIA INC → SK HYNIX INC,other,,,,false,sec_edgar
Magnachip Semiconductor,KR,chip_designer,SAMT,KR,other,SEC segment disclosure: MAGNACHIP SEMICONDUCTOR CORP → SAMT CO LTD,other,,,,false,sec_edgar
ON Semiconductor,US,chip_designer,Motorola Solutions,US,equipment_maker,SEC segment disclosure: ON SEMICONDUCTOR CORP → MOTOROLA SOLUTIONS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar
VORNADO REALTY TRUST,,other,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: VORNADO REALTY TRUST → META PLATFORMS INC,other,,,,false,sec_edgar
LIQUIDMETAL TECHNOLOGIES,,other,Samsung,KR,equipment_maker,SEC segment disclosure: LIQUIDMETAL TECHNOLOGIES → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Amdocs Ltd.,US,other,T-MOBILE US INC,,other,SEC segment disclosure: AMDOCS → T-MOBILE US INC,other,,,,false,sec_edgar
Amkor,US,equipment_maker,ON Semiconductor,US,chip_designer,SEC segment disclosure: AMKOR TECHNOLOGY INC → ON SEMICONDUCTOR CORP,other,,,,false,sec_edgar
Qorvo,US,other,Samsung,KR,equipment_maker,SEC segment disclosure: QORVO INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Amkor,US,equipment_maker,Marvell Technology,US,chip_designer,SEC segment disclosure: AMKOR TECHNOLOGY INC → MARVELL TECHNOLOGY INC,other,,,,false,sec_edgar
Entegris,US,equipment_maker,United Microelectronics Corp.,TW,chip_designer,SEC segment disclosure: ENTEGRIS INC → UNITED MICROELECTRONICS CORP,other,,,,false,sec_edgar
W P CAREY INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: W P CAREY INC → ALPHABET INC,other,,,,false,sec_edgar
Onto Innovation,US,equipment_maker,Tokyo Electron,JP,equipment_maker,SEC segment disclosure: ONTO INNOVATION INC → TOKYO ELECTRON LTD,other,,,,false,sec_edgar; sec-edgar-rederived
INTEST CORP,,other,Cypress Technology,TW,other,SEC segment disclosure: INTEST CORP → CYPRESS SEMICONDUCTOR CORP,other,,,,false,sec_edgar
Kilroy Realty,US,colocation_provider,Cisco,US,other,SEC segment disclosure: KILROY REALTY CORP → CISCO SYSTEMS INC,other,,,,false,sec_edgar
NETSCOUT SYSTEMS INC,,other,Cisco,US,other,SEC segment disclosure: NETSCOUT SYSTEMS INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
Power Integrations,US,chip_designer,Samsung,KR,equipment_maker,SEC segment disclosure: POWER INTEGRATIONS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Aehr Test Systems,US,equipment_maker,ON Semiconductor,US,chip_designer,SEC segment disclosure: AEHR TEST SYSTEMS → ON SEMICONDUCTOR CORP,other,,,,false,sec_edgar
PHUNWARE INC,,other,Cisco,US,other,SEC segment disclosure: PHUNWARE INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
Wolfspeed,US,chip_designer,"Seoul Semiconductor Co., Ltd.",KR,chip_designer,SEC segment disclosure: WOLFSPEED INC → SEOUL SEMICONDUCTOR CO LTD,other,,,,false,sec_edgar
Applied Optoelectronics,US,other,Cisco,US,other,SEC segment disclosure: APPLIED OPTOELECTRONICS INC → CISCO SYSTEMS INC,other,,,,false,sec_edgar
SEMTECH CORP,,other,Samsung,KR,equipment_maker,SEC segment disclosure: SEMTECH CORP → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
INTEGRAL VISION INC,,other,Samsung C&T Corp.,KR,other,SEC segment disclosure: INTEGRAL VISION INC → SAMSUNG C&T CORPORATION,other,,,,false,sec-edgar-rederived
DHI GROUP INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: DHI GROUP INC → MICROSOFT CORP,other,,,,false,sec_edgar
KNOWLES CORP,,other,Samsung,KR,equipment_maker,SEC segment disclosure: KNOWLES CORP → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
Intel,US,fab_operator,Lenovo Group,HK,other,SEC segment disclosure: INTEL CORP → LENOVO GROUP LTD,gpu_accelerator,,,,false,sec_edgar
Skyworks Solutions,US,chip_designer,Samsung,KR,equipment_maker,SEC segment disclosure: SKYWORKS SOLUTIONS INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
TSMC,TW,fab_operator,NVIDIA,US,chip_designer,SEC segment disclosure: TAIWAN SEMICONDUCTOR MFG CO → NVIDIA CORP,foundry_services,,,,false,sec_edgar
Seagate Technology Holdings,US,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: SEAGATE TECHNOLOGY HOLDINGS → MICROSOFT CORP,other,,,,false,sec_edgar
Synaptics,US,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: SYNAPTICS INC → MICROSOFT CORP,other,,,,false,sec_edgar
Synaptics,US,other,Alphabet,US,equipment_maker,SEC segment disclosure: SYNAPTICS INC → ALPHABET INC,other,,,,false,sec_edgar
Onto Innovation,US,equipment_maker,Intel,US,fab_operator,SEC segment disclosure: ONTO INNOVATION INC → INTEL CORP,other,,,,false,sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec-edgar-rederived; sec_edgar; sec_edgar
KLA,US,equipment_maker,TSMC,TW,fab_operator,SEC segment disclosure: KLA CORP → TAIWAN SEMICONDUCTOR MFG CO,semiconductor_equipment,,,,false,sec_edgar
Celestica,CA,other,Alphabet,US,equipment_maker,SEC segment disclosure: CELESTICA INC → ALPHABET INC,other,,,,false,sec_edgar
Wolfspeed,US,chip_designer,Broadcom Inc.,US,chip_designer,SEC segment disclosure: WOLFSPEED INC → BROADCOM INC,other,,,,false,sec_edgar
LIGHTPATH TECHNOLOGIES INC,,other,Intel,US,fab_operator,SEC segment disclosure: LIGHTPATH TECHNOLOGIES INC → INTEL CORP,other,,,,false,sec_edgar
Qorvo,US,other,Apple,US,other,SEC segment disclosure: QORVO INC → APPLE INC,other,,,,false,sec_edgar
GlobalFoundries,US,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: GLOBALFOUNDRIES INC → SAMSUNG ELECTRONICS CO LTD,foundry_services,,,,false,sec_edgar
BUZZFEED INC,,other,"Meta Platforms, Inc.",US,ai_lab,SEC segment disclosure: BUZZFEED INC → META PLATFORMS INC,other,,,,false,sec_edgar
INTERDIGITAL INC,,other,Apple,US,other,SEC segment disclosure: INTERDIGITAL INC → APPLE INC,other,,,,false,sec_edgar
INTERSIL CORP  -CL A,,other,Intel,US,fab_operator,SEC segment disclosure: INTERSIL CORP  -CL A → INTEL CORP,other,,,,false,sec-edgar-rederived
Digital Realty,US,colocation_provider,Bt,GB,colocation_provider,SEC segment disclosure: DIGITAL REALTY TRUST INC → BT GROUP PLC,other,,,,false,sec_edgar
Intel,US,fab_operator,Hewlett Packard Enterprise,US,other,SEC segment disclosure: INTEL CORP → HEWLETT PACKARD ENTERPRISE,gpu_accelerator,,,,false,sec_edgar
Kopin Corp,US,other,Alphabet,US,equipment_maker,SEC segment disclosure: KOPIN CORP → ALPHABET INC,other,,,,false,sec_edgar
NPTEST HOLDING CORP,,other,Intel,US,fab_operator,SEC segment disclosure: NPTEST HOLDING CORP → INTEL CORP,other,,,,false,sec-edgar-rederived
KLA,US,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: KLA CORP → SAMSUNG ELECTRONICS CO LTD,semiconductor_equipment,,,,false,sec_edgar
Intel,US,fab_operator,Dell Technologies,US,other,SEC segment disclosure: INTEL CORP → DELL TECHNOLOGIES INC,gpu_accelerator,,,,false,sec_edgar
HELEN OF TROY LTD,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: HELEN OF TROY LTD → AMAZON.COM INC,other,,,,false,sec_edgar
PEMSTAR INC,,other,Applied Materials,US,equipment_maker,SEC segment disclosure: PEMSTAR INC → APPLIED MATERIALS INC,other,,,,false,sec-edgar-rederived
Applied Materials,US,equipment_maker,TSMC,TW,fab_operator,SEC segment disclosure: APPLIED MATERIALS INC → TAIWAN SEMICONDUCTOR MFG CO,semiconductor_equipment,,,,false,sec_edgar
Applied Materials,US,equipment_maker,Micron,US,fab_operator,SEC segment disclosure: APPLIED MATERIALS INC → MICRON TECHNOLOGY INC,semiconductor_equipment,,,,false,sec_edgar
Eaton,IE,equipment_maker,FORD MOTOR CO,,other,SEC segment disclosure: EATON CORP PLC → FORD MOTOR CO,other,,,,false,sec-edgar-rederived
AMD,US,chip_designer,Sony Interactive Entertainment LLC,,other,SEC >10% customer disclosure,gpu_accelerator,,,,false,sec_edgar
Cohu,US,equipment_maker,Intel,US,fab_operator,SEC segment disclosure: COHU INC → INTEL CORP,other,,,,false,sec_edgar
Cousins Properties,US,colocation_provider,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: COUSINS PROPERTIES INC → AMAZON.COM INC,other,,,,false,sec_edgar
Mirae,KR,equipment_maker,Samsung,KR,equipment_maker,SEC segment disclosure: MIRAE CORP → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
Amkor,US,equipment_maker,Broadcom Inc.,US,chip_designer,SEC segment disclosure: AMKOR TECHNOLOGY INC → BROADCOM INC,other,,,,false,sec_edgar
Applied Materials,US,equipment_maker,Samsung,KR,equipment_maker,SEC >10% customer disclosure,semiconductor_equipment,,,,false,sec_edgar
ChipMOS Technologies,TW,chip_designer,GigaDevice Semiconductor (Beijing),CN,chip_designer,SEC segment disclosure: CHIPMOS TECHNOLOGIES INC → GIGADEVICE SEMICONDUCTOR,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,KONINKLIJKE PHILIPS NV,,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → KONINKLIJKE PHILIPS NV,other,,,,false,sec-edgar-rederived; sec_edgar
NXP Semiconductors NV,NL,chip_designer,ARROW AUTOMOTIVE INDUSTRIES,,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → ARROW AUTOMOTIVE INDUSTRIES,other,,,,false,sec-edgar-rederived
HIMAX TECHNOLOGIES INC,,other,Samsung,KR,equipment_maker,SEC segment disclosure: HIMAX TECHNOLOGIES INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,Siemens,ZA,colocation_provider,SEC segment disclosure: NXP SEMICONDUCTORS NV → SIEMENS AG,other,,,,false,sec-edgar-rederived; sec_edgar
ISIGN SOLUTIONS INC,,other,Oracle Corporation,US,cloud_provider,SEC segment disclosure: ISIGN SOLUTIONS INC → ORACLE CORP,other,,,,false,sec-edgar-rederived
Intel,US,fab_operator,HP Inc,US,other,SEC segment disclosure: INTEL CORP → HP INC,gpu_accelerator,,,,false,sec_edgar
Applied Materials,US,equipment_maker,Intel,US,fab_operator,SEC segment disclosure: APPLIED MATERIALS INC → INTEL CORP,semiconductor_equipment,,,,false,sec_edgar
ESCALADE INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: ESCALADE INC → AMAZON.COM INC,other,,,,false,sec_edgar
"Freescale Semiconductor, Inc.",US,chip_designer,Avnet,US,other,SEC segment disclosure: FREESCALE SEMICONDUCTOR LTD → AVNET INC,other,,,,false,sec-edgar-rederived
SENSATA TECHNOLOGES HLDG PLC,,other,Samsung,KR,equipment_maker,SEC segment disclosure: SENSATA TECHNOLOGES HLDG PLC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
STAG Industrial,US,colocation_provider,SCHNEIDER ELECTRIC S E,,other,SEC segment disclosure: STAG INDUSTRIAL INC → SCHNEIDER ELECTRIC S E,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,HARMAN INTERNATIONAL INDS,,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → HARMAN INTERNATIONAL INDS,other,,,,false,sec_edgar
NXP Semiconductors NV,NL,chip_designer,TELEFONAKTIEBOLAGET LM ERICS,,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → TELEFONAKTIEBOLAGET LM ERICS,other,,,,false,sec-edgar-rederived
NXP Semiconductors NV,NL,chip_designer,Continental,DE,other,SEC segment disclosure: NXP SEMICONDUCTORS NV → CONTINENTAL AG,other,,,,false,sec-edgar-rederived; sec_edgar; sec_edgar; sec_edgar; sec_edgar; sec_edgar
AAVID THERMAL TECHNOLOGIES,,other,Intel,US,fab_operator,SEC segment disclosure: AAVID THERMAL TECHNOLOGIES → INTEL CORP,other,,,,false,sec-edgar-rederived
SKYWATER TECH INC,,other,Cypress Technology,TW,other,SEC segment disclosure: SKYWATER TECH INC → CYPRESS SEMICONDUCTOR CORP,other,,,,false,sec-edgar-rederived
C-CUBE MICROSYSTEMS INC,,other,Samsung C&T Corp.,KR,other,SEC segment disclosure: C-CUBE MICROSYSTEMS INC → SAMSUNG C&T CORPORATION,other,,,,false,sec-edgar-rederived
360 SECURITY TECHNOLOGY INC,,other,Alphabet,US,equipment_maker,SEC segment disclosure: 360 SECURITY TECHNOLOGY INC → ALPHABET INC,other,,,,false,sec-edgar-rederived
"Inteliquent, Inc.",US,other,METROPCS COMMUNICATIONS INC,,other,SEC segment disclosure: INTELIQUENT INC → METROPCS COMMUNICATIONS INC,other,,,,false,sec-edgar-rederived
"Inteliquent, Inc.",US,other,SPRINT CORP,,other,SEC segment disclosure: INTELIQUENT INC → SPRINT CORP,other,,,,false,sec-edgar-rederived
CARTER'S INC,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: CARTER'S INC → AMAZON.COM INC,other,,,,false,sec-edgar-rederived
AWARE INC,,other,Intel,US,fab_operator,SEC segment disclosure: AWARE INC → INTEL CORP,other,,,,false,sec-edgar-rederived
CNET NETWORKS INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: CNET NETWORKS INC → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
"DSP Group, Inc.",US,chip_designer,Samsung,KR,equipment_maker,SEC segment disclosure: DSP GROUP INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
"DSP Group, Inc.",US,chip_designer,Samsung C&T Corp.,KR,other,SEC segment disclosure: DSP GROUP INC → SAMSUNG C&T CORPORATION,other,,,,false,sec-edgar-rederived
AUDIENCE INC,,other,Samsung,KR,equipment_maker,SEC segment disclosure: AUDIENCE INC → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
EBAY GMARKET CO LTD  -ADR,,other,"Samsung Card Co., Ltd.",KR,other,SEC segment disclosure: EBAY GMARKET CO LTD  -ADR → SAMSUNG CARD CO LTD,other,,,,false,sec-edgar-rederived
SELECT INCOME REIT,,other,Cisco,US,other,SEC segment disclosure: SELECT INCOME REIT → CISCO SYSTEMS INC,other,,,,false,sec-edgar-rederived
PIXELPLUS CO LTD,,other,"Samsung Electro-Mechanics Co., Ltd.",KR,chip_designer,SEC segment disclosure: PIXELPLUS CO LTD → SAMSUNG ELECTRO-MECHANICS CO,other,,,,false,sec-edgar-rederived
SEMICONDUCTOR MFG INTL CORP,,other,Broadcom Inc.,US,chip_designer,SEC segment disclosure: SEMICONDUCTOR MFG INTL CORP → BROADCOM CORP,other,,,,false,sec-edgar-rederived
CHEETAH MOBILE INC  -ADR,,other,Alphabet,US,equipment_maker,SEC segment disclosure: CHEETAH MOBILE INC  -ADR → ALPHABET INC,other,,,,false,sec-edgar-rederived
SCO GROUP INC,,other,Microsoft Corporation,US,cloud_provider,SEC segment disclosure: SCO GROUP INC → MICROSOFT CORP,other,,,,false,sec-edgar-rederived
SEEQ TECHNOLOGY INC,,other,Apple,US,other,SEC segment disclosure: SEEQ TECHNOLOGY INC → APPLE INC,other,,,,false,sec-edgar-rederived
OSE USA INC,,other,"Orbit Semiconductor, Inc.",US,chip_designer,SEC segment disclosure: OSE USA INC → ORBIT SEMICONDUCTOR INC,other,,,,false,sec-edgar-rederived
CALIFORNIA MICRO DEVICES CP,,other,Samsung,KR,equipment_maker,SEC segment disclosure: CALIFORNIA MICRO DEVICES CP → SAMSUNG ELECTRONICS CO LTD,other,,,,false,sec-edgar-rederived
Dallas Semiconductor Corp.,US,chip_designer,Avnet,US,other,SEC segment disclosure: DALLAS SEMICONDUCTOR CORP → AVNET INC,other,,,,false,sec-edgar-rederived
THERMA WAVE INC,,other,Intel,US,fab_operator,SEC segment disclosure: THERMA WAVE INC → INTEL CORP,other,,,,false,sec-edgar-rederived
NACCO INDUSTRIES  -CL A,,other,"Amazon.com, Inc.",US,cloud_provider,SEC segment disclosure: NACCO INDUSTRIES  -CL A → AMAZON.COM INC,other,,,,false,sec-edgar-rederived
